image_name,annotation,human_sentiment,sentiment
nm0531101_rm1861402368_1976-3-1_2011.jpg,Man looks confident and eager while riding the bull,Positive,Positive
nm0000501_rm1542304256_1954-12-18_2011.jpg,Men look surprised as they turn back to see someone,Positive,Positive
nm0001401_rm1018594304_1975-6-4_2010.jpg,Woman is troubled while awaiting someone,Negative,Negative
nm0365501_rm1854847232_1982-4-6_2011.jpg,Young people are interested in what they are watching,Positive,Positive
nm0001301_rm2133298688_1935-4-21_1993.jpg,Man is concentrated on food and looks thoughtful while eats,Positive,Positive
nm1377001_rm3005338112_1980-12-22_2012.jpg,Men are angry and harsh and beat another man,Negative,Negative
nm1377001_rm2219751424_1980-12-22_2009.jpg,Man looks tired and woman looks interested in what he is doing,Negative,Negative
nm1377001_rm2425863936_1980-12-22_2011.jpg,Man looks keen and furious,Negative,Negative
nm0336701_rm1011122176_1983-8-3_2011.jpg,Man looks content because he helps the patient,Positive,Positive
nm0165101_rm1714595584_1959-12-29_2013.jpg,Woman looks happy and confident in front of the cameras,Positive,Positive
nm0628601_rm438537216_1972-11-6_2004.jpg,"A man looks cruel, harsh and arrogant and a woman looks disparagingly at him",Negative,Negative
nm0001401_rm3199585792_1975-6-4_2014.jpg,A woman looks bored and wants to end this boring press conference,Negative,Negative
nm1627901_rm3318262784_1976-6-18_2012.jpg,Man and woman encouraged as they perform on the stage,Positive,Positive
nm0000201_rm975215104_1958-4-29_2007.jpg,Couple look smiling and enjoying each other,Positive,Positive
nm0608601_rm2780595712_1958-2-24_2004.jpg,Couple look romantic dining in the restaurant,Positive,Positive
nm0000501_rm1407973120_1954-12-18_1990.jpg,Man looks disturbed and thoughts afar this place,Negative,Negative
nm0001401_rm4289822720_1975-6-4_2010.jpg,Woman looks suspicious and cautious as she tries to sneak,Negative,Negative
nm0000201_rm4096822784_1958-4-29_1997.jpg,People look involved in a very interesting discussion,Positive,Positive
nm0001201_rm1128176128_1945-2-9_2006.jpg,"People look distracted, man looks haughty and kid looks frowning and gloomy",Negative,Negative
nm0002101_rm202618880_1964-11-27_2008.jpg,Man is indifferent while woman argues at him and looks critically,Negative,Negative
nm0001401_rm4158451968_1975-6-4_2015.jpg,Woman is happy holding nickelodeon souvenir,Positive,Positive
nm1107001_rm2802683392_1978-9-23_2010.jpg,Couple concentrated on converstaion,Neutral,Neutral
nm1927701_rm998111488_1992-10-9_2010.jpg,People are upset with the death of the girl and some of them are crying,Negative,Negative
nm0000501_rm2482734848_1954-12-18_1990.jpg,Men have tight but interesting discussion,Positive,Positive
nm0304801_rm4011109120_1982-8-6_2011.jpg,Man is upset with his passion dying and woman is excited and sad,Negative,Negative
nm0336701_rm1977005312_1983-8-3_2010.jpg,Woman is smiling because she visited some good establishment,Positive,Positive
nm0365501_rm3199108352_1982-4-6_2011.jpg,People look ambitious and overconfident in their skills,Positive,Positive
nm0000701_rm2377878016_1975-10-5_2008.jpg,Woman looks satisfied and smiling with advertisement of her movie on background,Positive,Positive
nm0336701_rm321367552_1983-8-3_2012.jpg,Couple enjoys seeing each other and drinking together,Positive,Positive
nm0000701_rm1396480768_1975-10-5_2007.jpg,Couple is smiling a bit unnaturally,Positive,Positive
nm0272401_rm682666496_1962-5-17_2012.jpg,Woman surrounded by two men and all look happy,Positive,Positive
nm0001101_rm3509360384_1947-12-29_2008.jpg,Couple is smiling and man is confident,Positive,Positive
nm1627901_rm676444160_1976-6-18_2011.jpg,Man is decisive and smiling,Positive,Positive
nm0200601_rm1988942336_1968-12-16_2013.jpg,Two policemen are laughing to kids as they are in school,Positive,Positive
nm1107001_rm1447331584_1978-9-23_2010.jpg,"Man hugs woman and they smile, woman is shy a bit",Positive,Positive
nm0001601_rm3388254208_1954-8-30_2012.jpg,Man enjoys conversation with woman sitting before him,Positive,Positive
nm1107001_rm1025354752_1978-9-23_2013.jpg,Man trying to disguise and hence looks suspicious,Negative,Negative
nm0001401_rm2236189184_1975-6-4_2009.jpg,Smiling couple,Positive,Positive
nm0000601_rm3146750720_1944-11-21_2000.jpg,Family is happy on some occasion standing on the red carpet,Positive,Positive
nm0165101_rm8624896_1959-12-29_2003.jpg,Two women and a man are smiling happy to meet each other,Positive,Positive
nm0000301_rm236770816_1982-3-11_1991.jpg,An old man looks surprised with the answer of the girl,Positive,Positive
nm0000501_rm3774978816_1954-12-18_2002.jpg,Group of men happy to see each other,Positive,Positive
nm1481801_rm1055821056_1979-9-24_2003.jpg,A man looks confident and a little mysterious because he performs in some show,Positive,Positive
nm1627901_rm3823085824_1976-6-18_2011.jpg,Man looks cheerful and full of energy,Positive,Positive
nm0000501_rm3015095552_1954-12-18_2012.jpg,Man looks a bit distracted and thoughtful,Positive,Positive
nm0000201_rm2090251264_1958-4-29_2012.jpg,Woman looks tough and decisive,Positive,Positive
nm0001401_rm3597507328_1975-6-4_2007.jpg,Woman looks smiling and surprised a bit,Positive,Positive
nm1107001_rm2199252992_1978-9-23_2014.jpg,Woman looks troubled but confident in the center of attention,Positive,Positive
nm0001201_rm238322688_1945-2-9_1990.jpg,A man and a woman look romantically as they hug each other,Positive,Positive
nm0000701_rm2089596672_1975-10-5_1997.jpg,Woman looks concerned about something before mirror,Neutral,Neutral
nm0001401_rm1229232384_1975-6-4_2007.jpg,Woman looks alluring and man looks interested in her,Positive,Positive
nm0001001_rm2528552704_1940-3-26_2013.jpg,Man looks satisfied,Positive,Positive
nm0001701_rm2736492032_1978-9-7_2002.jpg,"Man looks flirting to woman, and she is happy with it",Positive,Positive
nm1107001_rm4232419584_1978-9-23_2006.jpg,Men look competitive as they play basketball,Positive,Positive
nm1927701_rm2667228928_1992-10-9_2012.jpg,Man looks surprised and watchful,Positive,Positive
nm0564001_rm245798912_1965-0-0_2005.jpg,Man looks perplexed in unfamiliar environment but still smiling,Positive,Positive
nm1972601_rm689347328_1959-8-24_2005.jpg,Women look posing and smiling on red carpet,Positive,Positive
nm0001201_rm504726784_1945-2-9_1984.jpg,Woman looks distrustful and watchful in sunglasses,Negative,Negative
nm3284401_rm3671510272_1991-7-8_2014.jpg,Group of men appear to be music band and they are cool and decisive,Positive,Positive
nm0000701_rm677886976_1975-10-5_2011.jpg,Woman and man are involved in some discussion and concentrated on it,Neutral,Neutral
nm0659601_rm2000927488_1954-4-28_1985.jpg,Men try to look cool,Positive,Positive
nm0001101_rm3833251840_1947-12-29_1982.jpg,People are smiling because they are watching something funny,Positive,Positive
nm0001401_rm2633531392_1975-6-4_2010.jpg,Couple look confident and happy,Positive,Positive
nm0000901_rm2183646208_1933-4-9_1961.jpg,Man looks tired and decisive and woman looks troubled ans sad,Negative,Negative
nm0001201_rm209164544_1945-2-9_2008.jpg,Man looks having fun and woman looks very interested in something,Positive,Positive
nm1377001_rm379370496_1980-12-22_2011.jpg,Man looks troubled but with strong will as he is being strangled,Negative,Negative
nm0000301_rm1427953152_1982-3-11_1991.jpg,Boy is trying to help girl who is upset and lost,Negative,Negative
nm0001401_rm2980026624_1975-6-4_2001.jpg,Woman looks angry and decisive and man looks somewhat surprised,Negative,Negative
nm0001401_rm4274502400_1975-6-4_2001.jpg,Woman look with uncertainty and surprise in her gaze,Negative,Negative
nm0001401_rm2654845184_1975-6-4_2011.jpg,Woman looks confident and a bit distracted,Positive,Positive
nm0628601_rm1938200832_1972-11-6_2002.jpg,A woman looks worried and mysterious as if she knows some secret,Negative,Negative
nm0001401_rm39385088_1975-6-4_2014.jpg,Woman is smiling because she is confident in herself,Positive,Positive
nm0001201_rm523863296_1945-2-9_1986.jpg,Women are discussing something and look suspicious and mysterious,Negative,Negative
nm0165101_rm3194919424_1959-12-29_2002.jpg,Woman is happy as she is given a word,Positive,Positive
nm0001001_rm420580864_1940-3-26_1992.jpg,Couple is smiling and the man looks weird and surprised,Positive,Positive
nm0001401_rm2868162560_1975-6-4_2011.jpg,"Man looks concentrated on what he is told, and woman is devoted to the topic",Positive,Positive
nm0000901_rm3486119680_1933-4-9_1969.jpg,Men smiling as they walk by combine on the wheat fields,Positive,Positive
nm0000201_rm3117193216_1958-4-29_1983.jpg,Woman is smiling but it looks surprised a little,Positive,Positive
nm0001401_rm864131072_1975-6-4_2005.jpg,Woman looks smiling and attractive,Positive,Positive
nm0306201_rm1274067456_1973-4-28_2011.jpg,Men look astonished and affected,Positive,Positive
nm0306201_rm341348096_1973-4-28_2004.jpg,Man look distrustful and daring,Negative,Negative
nm0001401_rm148150016_1975-6-4_2008.jpg,"Woman is happy and the man shocked, very astonished and distrustful",Positive,Positive
nm0000101_rm4218663680_1952-7-1_1981.jpg,Man surprised and having fun because of what he have seen,Positive,Positive
nm1091701_rm4251878912_1990-6-15_2010.jpg,People smiling since they enjoy the company,Positive,Positive
nm1107001_rm1425447168_1978-9-23_2006.jpg,Man looks suspicious of something and a little strange,Negative,Negative
nm0001001_rm2494923008_1940-3-26_1988.jpg,"Man looks decisive, serious and distrustful to what he has been told",Negative,Negative
nm0001001_rm2599524608_1940-3-26_2002.jpg,Men look confident and serious,Positive,Positive
nm0001401_rm869570304_1975-6-4_2008.jpg,Woman looks happy of her pregnancy,Positive,Positive
nm0001401_rm3304620032_1975-6-4_2010.jpg,Woman is smiling alluringly,Positive,Positive
nm0365501_rm89164544_1982-4-6_2007.jpg,Man looks not so surprised but not happy what he heard,Negative,Negative
nm0000301_rm1209849344_1982-3-11_1991.jpg,Family is happy to meet first snow together,Positive,Positive
nm0200601_rm730765568_1968-12-16_2006.jpg,Men enjoying their company and having fun,Positive,Positive
nm0000201_rm3513112832_1958-4-29_2013.jpg,"Woman looks serious and harsh, not satisfied with what she is holding",Negative,Negative
nm0306201_rm1042012672_1973-4-28_2004.jpg,Man looks distracted and perplexed,Negative,Negative
nm0000401_rm1199409408_1961-7-30_2000.jpg,People are satisfied with the deal they made and hence are content,Positive,Positive
nm0001401_rm3741293312_1975-6-4_2006.jpg,Man is troubled because he doesn't know how to help the woman,Negative,Negative
nm0000701_rm1606981888_1975-10-5_2006.jpg,Woman smiling as she is happy to stand by the figurine of the character she voiced,Positive,Positive
nm0000501_rm736925952_1954-12-18_1995.jpg,Men are angry because they are arguing,Negative,Negative
nm3595501_rm400800768_1994-3-1_2011.jpg,Man is smiling as he is fashion idol,Positive,Positive
nm0001001_rm3979987968_1940-3-26_1974.jpg,Man look angry and furious and trying to beat the offender,Negative,Negative
nm0001201_rm20218880_1945-2-9_1990.jpg,A couple is discussing something related to the household and are very involved in it,Neutral,Neutral
nm0365501_rm2648938752_1982-4-6_2006.jpg,Man to the left is surprised and man to the right is smiling and confident,Positive,Positive
nm0001401_rm3214907648_1975-6-4_2001.jpg,People do something  mysterious and look conspiratorial,Neutral,Neutral
nm0479801_rm1041878016_1958-11-11_2013.jpg,Man to the left pretends to be a hero and other look at him with astonishment and admiration,Positive,Positive
nm0000201_rm1633917184_1958-4-29_1996.jpg,Men looking at TV with suspicion,Negative,Negative
nm0165101_rm1646172928_1959-12-29_2005.jpg,Woman pleasantly surprised and hence smiling,Positive,Positive
nm0001401_rm3580402176_1975-6-4_2000.jpg,Man looks too smiling while woman is a bit upset,Positive,Positive
nm0000201_rm1632410368_1958-4-29_2008.jpg,Couple is pleasantly surprised,Positive,Positive
nm0001301_rm2620820992_1935-4-21_1988.jpg,Man is smiling,Positive,Positive
nm1627901_rm3267931136_1976-6-18_2012.jpg,Man and woman are happy because they perform in music band on big scene,Positive,Positive
nm0000101_rm4149006080_1952-7-1_2014.jpg,Man is thoughtful about plot of movie he makes,Positive,Positive
nm0165101_rm717134080_1959-12-29_2007.jpg,Woman is happy with man's interest in what she says,Positive,Positive
nm0000501_rm3073030912_1954-12-18_1996.jpg,Man in the middle is scared and disturbed and others trying to calm him,Negative,Negative
nm0165101_rm3982527232_1959-12-29_2009.jpg,Woman is happy because she is walking in the park,Positive,Positive
nm0001101_rm137858560_1947-12-29_1987.jpg,Man is troubled because he needs to find a cover for a baby,Negative,Negative
nm0365501_rm48797952_1982-4-6_2007.jpg,Men look suspicious and cautious because they are trying to steal something,Negative,Negative
nm1595801_rm2412621824_1985-9-7_2011.jpg,Man is satisfied with women standing and smiling aside him,Positive,Positive
nm0001401_rm3841490944_1975-6-4_2010.jpg,Couple is confident but woman is a little disappointed,Negative,Negative
nm3491201_rm869266944_1974-1-15_2015.jpg,Woman looks tired but trying to smile,Positive,Positive
nm0000201_rm2023142400_1958-4-29_2012.jpg,Woman looks smiling while thinks of some deceit,Neutral,Neutral
nm0001401_rm1992077312_1975-6-4_2008.jpg,Woman looks strict and powerful,Positive,Positive
nm0165101_rm4204232960_1959-12-29_2010.jpg,Woman looks naive and smiling with simple family joys,Positive,Positive
nm0000401_rm1068990976_1961-7-30_2000.jpg,A man looks shocked but enlightened with an idea of who did it,Positive,Positive
nm0001101_rm485866752_1947-12-29_2000.jpg,Men look scientific and concentrated because they are trying to investigate some ancient finds,Neutral,Neutral
nm0000201_rm768401152_1958-4-29_1993.jpg,Couple looks romantic but woman somewhat upset and distracted,Negative,Negative
nm0001001_rm2250354944_1940-3-26_1966.jpg,A man looks arrogant while woman looks skeptically at him,Negative,Negative
nm0000701_rm1877591040_1975-10-5_2014.jpg,Couple is smiling on some podium,Positive,Positive
nm0628601_rm1648728320_1972-11-6_1995.jpg,A woman is mysteriously smiling,Positive,Positive
nm0000401_rm4023961856_1961-7-30_2013.jpg,Man is suspicious of something and confident he would find the cause,Positive,Positive
nm0000201_rm2664405248_1958-4-29_1983.jpg,"Woman is confident and man is trying to speak to her, he is embarrassed",Positive,Positive
nm0271501_rm2204216064_1949-8-17_2010.jpg,Man is satisfied sitting confidently,Positive,Positive
nm0316701_rm3762788864_1996-10-5_2001.jpg,Man looks funny trying to make daughter laugh and girl shows her doll,Positive,Positive
nm0000701_rm3326515968_1975-10-5_2007.jpg,Women happy to meet each other between it seems there is family relation between them,Positive,Positive
nm2217601_rm3278304000_1979-2-19_2013.jpg,People are troubled and everybody concentrated on themselves as they try to find something,Negative,Negative
nm0336701_rm3281554944_1983-8-3_2008.jpg,Woman smiling but it feels she is disordered,Positive,Positive
nm3284401_rm4213751808_1991-7-8_2014.jpg,Friends are happy to enjoy the company,Positive,Positive
nm0445001_rm685936384_1979-10-14_2005.jpg,A couple is enjoying kissing each other and expect continuation of the love,Positive,Positive
nm0608601_rm669489920_1958-2-24_2006.jpg,Man shows himself off as he is confident and smiling,Positive,Positive
nm0000401_rm1068743168_1961-7-30_1992.jpg,Men look suspicious of something and trying to find out the cause,Negative,Negative
nm0001001_rm2650511616_1940-3-26_2003.jpg,"Man is troubled, holding a gun and it seems he is chasing after someone",Negative,Negative
nm0001201_rm3425996288_1945-2-9_1986.jpg,Woman is thoughtful and distracted,Positive,Positive
nm0306201_rm730314240_1973-4-28_2012.jpg,Couple is confused and disturbed because they see officers carry off corpse,Negative,Negative
nm0001201_rm2832504320_1945-2-9_2008.jpg,Couple are happy because they weren't forgotten by the public,Positive,Positive
nm0697201_rm3243561984_1975-9-16_2014.jpg,Woman is deeply surprised and tries to make sense of it,Positive,Positive
nm0336701_rm4245072640_1983-8-3_2012.jpg,Woman is distracted and stands out with her gaze directed far away,Negative,Negative
nm0000301_rm1226626560_1982-3-11_1991.jpg,Girl is happy because she thinks Santa came after to give her a present,Positive,Positive
nm0005501_rm1992673536_1960-4-4_2013.jpg,Woman is distrustful of what she is told and annoyed,Negative,Negative
nm0001401_rm958044160_1975-6-4_2003.jpg,Woman is sad and crying of what she has seen,Negative,Negative
nm0336701_rm3901402624_1983-8-3_2012.jpg,Women are happy returning from shopping,Positive,Positive
nm0000401_rm722061824_1961-7-30_2013.jpg,Men are concentrated and look like scientists or investigators,Positive,Positive
nm0165101_rm1181006592_1959-12-29_2011.jpg,Woman is confident and smiling,Positive,Positive
nm0000201_rm2301998080_1958-4-29_2012.jpg,People are enjoying the company and happy to take photo of themselves,Positive,Positive
nm0000401_rm1295486464_1961-7-30_1988.jpg,Men trying to stop another man who is criminal and gone crazy,Negative,Negative
nm0005501_rm1615724032_1960-4-4_2014.jpg,People are sad and perplexed as they in the law court,Negative,Negative
nm0001401_rm68194048_1975-6-4_2004.jpg,A boy is selfish and derogatory and woman seems to be wise queen,Neutral,Neutral
nm0001301_rm1915194880_1935-4-21_1993.jpg,Man is tired and bored because of his naughty puppies,Negative,Negative
nm0001401_rm202214912_1975-6-4_2010.jpg,Woman is mysterious and smiling,Positive,Positive
nm0001401_rm375489280_1975-6-4_2010.jpg,Woman is surprisingly happy and smiling,Positive,Positive
nm0336701_rm203927040_1983-8-3_2012.jpg,Women are  involved in the discussion of some stuff related to the medicine,Neutral,Neutral
nm1091701_rm145655296_1990-6-15_2010.jpg,Men are suspicious as they do some mysterious rites,Negative,Negative
nm1627901_rm3234376704_1976-6-18_2012.jpg,Man and woman singing with all their heart and happy to give it away for passion,Positive,Positive
nm4415201_rm2454234624_1999-3-6_2011.jpg,"Woman is surprised and perplexed, she try to realize who is calling her",Negative,Negative
nm0912001_rm1596427776_1920-9-18_1992.jpg,Different photos of happy and smiling people,Positive,Positive
nm1627901_rm2388766976_1976-6-18_2011.jpg,People are smiling and confident as they present the opening of music show,Positive,Positive
nm0000901_rm3419010816_1933-4-9_1969.jpg,Man happy because he is doing some stunts before public,Positive,Positive
nm1107001_rm1243009536_1978-9-23_2013.jpg,A man is suspicious and one brow is up,Negative,Negative
nm0000701_rm3831413504_1975-10-5_2011.jpg,People are proud and smiling because they represent some achievements to public,Positive,Positive
nm0165101_rm4253067008_1959-12-29_2013.jpg,Mother says farewell to daughter and both sad and crying,Negative,Negative
nm0000701_rm3537622528_1975-10-5_2013.jpg,"A man is selfish and egoistic, he doesn't give any attention to the woman",Negative,Negative
nm0001401_rm2840762368_1975-6-4_2008.jpg,Woman is shocked of what she is told about his son,Negative,Negative
nm0000501_rm2052495360_1954-12-18_2006.jpg,Man is decisive and has strong will,Positive,Positive
nm0001401_rm2274529792_1975-6-4_2001.jpg,Man is smiling but he is cautious and waits for opportunity,Positive,Positive
nm0165101_rm3848309504_1959-12-29_2009.jpg,Woman is happy to tell her story to stranger,Positive,Positive
nm0000301_rm1746720256_1982-3-11_1991.jpg,Children are satisfied to see the first snow in the year,Positive,Positive
nm0306201_rm3588268800_1973-4-28_2011.jpg,Man is carefree because he fell asleep,Positive,Positive
nm0407101_rm1515046144_1976-7-15_2014.jpg,Old friends are happy to spend time together again,Positive,Positive
nm1628101_rm2300283136_1980-8-22_2005.jpg,"Man is tired, because he is under interrogation and already said he doesn't know anything",Negative,Negative
nm0000701_rm481538048_1975-10-5_2004.jpg,Man is troubled because kite rope entangled in some junk on the ground,Negative,Negative
nm1206701_rm1754045184_1981-10-23_2003.jpg,Woman is happy and excited and her family is joyful and calm,Positive,Positive
nm0000201_rm1733073664_1958-4-29_2008.jpg,Women are mysterious and flirty smiling,Positive,Positive
nm0001401_rm1918143744_1975-6-4_2010.jpg,Woman is serious with her intends and she is gonna prove it,Negative,Negative
nm0001401_rm3971253248_1975-6-4_2010.jpg,Star couple are happy while they are being interviewed,Positive,Positive
nm0001201_rm2848702208_1945-2-9_1969.jpg,Woman is harsh and serious,Negative,Negative
nm0000701_rm2736426752_1975-10-5_2004.jpg,People are carefree and happy to enjoy street life,Positive,Positive
nm1107001_rm3529026816_1978-9-23_2013.jpg,People are smiling while standing on red carpet before public,Positive,Positive
nm0001001_rm1642649088_1940-3-26_2014.jpg,Men having serious argument and angry,Negative,Negative
nm0001101_rm3033962496_1947-12-29_2008.jpg,Man is happy and smiling widely,Positive,Positive
nm1107001_rm1143838976_1978-9-23_2004.jpg,"Men are cautious and troubled, it seems they are chased after",Negative,Negative
nm0001401_rm2000984320_1975-6-4_2007.jpg,Woman is bored and try to find interest in book,Positive,Positive
nm1628101_rm2333837568_1980-8-22_2005.jpg,"Woman is out of topic and distracted, there is grimace on her face",Negative,Negative
nm0000301_rm4020222464_1982-3-11_1995.jpg,Children are playing in the treehouse and happy,Positive,Positive
nm0000201_rm508017152_1958-4-29_1988.jpg,"A woman is arrogant and optimistic, looks like she is show host",Positive,Positive
nm0000701_rm3592067072_1975-10-5_2000.jpg,"Man is trying to seduce young woman, and she seems doesn't mind",Neutral,Neutral
nm0005301_rm960141824_1959-6-6_2005.jpg,Couple in years happy to be together for so long,Positive,Positive
nm0000701_rm1255770880_1975-10-5_2009.jpg,Woman is excited and happy to get international award,Positive,Positive
nm0000201_rm914459904_1958-4-29_2007.jpg,Princess and some futuristic adventurer are discussing some issue,Positive,Positive
nm0001101_rm3457987328_1947-12-29_2000.jpg,Man in black sunglasses and thin white gloves trying to look cool,Positive,Positive
nm0365501_rm253410560_1982-4-6_2011.jpg,Young men walking aroung and trying to find some adventures,Positive,Positive
nm0000701_rm4237014784_1975-10-5_1997.jpg,"Aristocratic couples politely discuss something, not showing irritation to each other",Positive,Positive
nm3595501_rm2625223168_1994-3-1_2000.jpg,Man is troubled as his car broke in the middle of road,Negative,Negative
nm0000701_rm2616235264_1975-10-5_2008.jpg,Men look surprised on undesired auditory of their private conversation,Positive,Positive
nm0000501_rm2449180416_1954-12-18_1990.jpg,"Men are smoking and discussing serious stuff, all look confident",Positive,Positive
nm0000501_rm4124216576_1954-12-18_2001.jpg,Couple are perplexed but united and try to find the decision,Positive,Positive
nm0001401_rm3939289600_1975-6-4_2014.jpg,Man is happy and touched,Positive,Positive
nm0001601_rm1525586688_1954-8-30_2001.jpg,Man with her daughter are happy,Positive,Positive
nm0306201_rm2049215232_1973-4-28_2004.jpg,Man is kind and has compassionate look,Positive,Positive
nm0000701_rm340367872_1975-10-5_2004.jpg,A woman is happy to be in the center of attention and tries to take maximum of situation,Positive,Positive
nm0001501_rm1626911232_1932-10-30_1987.jpg,Man is suspicious and tries to teach kids something,Negative,Negative
nm0000701_rm231774464_1975-10-5_1996.jpg,Man has distrustful yet decisive glance,Negative,Negative
nm0165101_rm3942235904_1959-12-29_2011.jpg,Couple walk around and enjoy the company of each other,Positive,Positive
nm0000701_rm3630611456_1975-10-5_2011.jpg,Woman is serious and strict while she gives a lecture,Negative,Negative
nm0001001_rm2465962240_1940-3-26_2003.jpg,People are perplexed and don't get the situation,Negative,Negative
nm0001401_rm5830656_1975-6-4_2014.jpg,Couple are proud of themselves and happy to be on the red carpet,Positive,Positive
nm0000701_rm3477637632_1975-10-5_2009.jpg,Woman is happy and man is gallant and smiling,Positive,Positive
nm0000201_rm931237120_1958-4-29_2007.jpg,Woman smiles mysteriously and has image of sorceress,Positive,Positive
nm0005101_rm612611072_1973-1-4_2012.jpg,Men are enjoying their company and being on the red carpet together,Positive,Positive
nm0001201_rm3418855680_1945-2-9_2006.jpg,Woman is serious and troubled,Negative,Negative
nm1172901_rm1658099968_1984-3-8_2002.jpg,Woman is smiling and looks flirty,Positive,Positive
nm0165101_rm3166142720_1959-12-29_2006.jpg,Women are surprised to see who has arrived,Positive,Positive
nm0001101_rm3195059456_1947-12-29_2000.jpg,Man looks smart and confident,Positive,Positive
nm0004801_rm860600064_1967-12-1_2011.jpg,Couple are going to their room in the hotel and woman has some impatience,Negative,Negative
nm0825401_rm2090842624_1944-11-25_1994.jpg,Man tries to sell the mask he presents as some ancient artifacts and really is insistent,Neutral,Neutral
nm1544001_rm3207901696_1977-9-0_2007.jpg,"Men look angry and annoyed, they gonna start fray",Negative,Negative
nm0272401_rm3496461056_1962-5-17_2007.jpg,Man is really touched and happy to be awarded,Positive,Positive
nm0001701_rm398708992_1978-9-7_2010.jpg,"Men are tired but serious, they try to arrest the suspect",Negative,Negative
nm0000701_rm3055193856_1975-10-5_2004.jpg,A couple looks thoughtful about their future and woman waits for the decision of the husband,Positive,Positive
nm0000501_rm793549568_1954-12-18_2008.jpg,"Man is happy to be on the red carpet with his daughter, which is shy",Positive,Positive
nm0004801_rm85310464_1967-12-1_2011.jpg,Men are tired because they work hard and are involved in a conversation related to the work,Negative,Negative
nm0165101_rm4254564608_1959-12-29_2010.jpg,A family has discussion in a cozy atmosphere,Neutral,Neutral
nm0000201_rm2225383936_1958-4-29_2012.jpg,Woman smiles widely with confidence,Positive,Positive
nm0001101_rm1805364992_1947-12-29_2000.jpg,Interrogators are concentrated on guy which is tired and not going tell anything,Negative,Negative
nm1627901_rm1933688320_1976-6-18_2011.jpg,People perform on the big stage and confident in the success,Positive,Positive
nm0365501_rm1055430912_1982-4-6_2007.jpg,Man is very perplexed and upset with something,Negative,Negative
nm0001401_rm176658688_1975-6-4_2002.jpg,Couple involved in romantic and kissing stuff,Positive,Positive
nm0001401_rm1195677952_1975-6-4_2007.jpg,"Woman is perplexed and troubled, because she is in tough situation",Negative,Negative
nm4249201_rm571455488_1984-5-8_2009.jpg,Women are trying to show their superiority on the beauty contest,Positive,Positive
nm0165101_rm4195456768_1959-12-29_2008.jpg,Woman is smiling and simply happy,Positive,Positive
nm1091701_rm4158504192_1990-6-15_2011.jpg,Man is smiling kindly and has a good will,Positive,Positive
nm0165101_rm727613696_1959-12-29_2010.jpg,Women show their femininity and enjoying to be together,Positive,Positive
nm0000401_rm4182953728_1961-7-30_2014.jpg,"Man is suspicious and cautious, hence he watches the cause of his disturbance",Negative,Negative
nm0608601_rm762558976_1958-2-24_2004.jpg,Men are angry and arguing and going to fight,Negative,Negative
nm3595501_rm1990362880_1994-3-1_2010.jpg,A boy looks like evil genius and is selfish,Negative,Negative
nm0001401_rm1464113408_1975-6-4_2007.jpg,Man is concentrated on the laptop and willing to help the troubled woman,Negative,Negative
nm0000501_rm1749940736_1954-12-18_2014.jpg,Men are going like a group of agents along the mall racks and try to be cool,Positive,Positive
nm0000701_rm1906546688_1975-10-5_2004.jpg,Woman is laughing and having fun while man is perplexed and has dumb smile,Positive,Positive
nm0001401_rm886347520_1975-6-4_2008.jpg,Woman is smiling gently and looks somewhat mysterious,Positive,Positive
nm0000401_rm3789080832_1961-7-30_2013.jpg,Men are cautious and concentrated because they conduct investigation,Negative,Negative
nm0001401_rm3412430336_1975-6-4_2009.jpg,Happy family takes the photo together,Positive,Positive
nm0001401_rm3342370048_1975-6-4_1995.jpg,"Group of rollers are having fun and crazy, because they rolling on the road",Positive,Positive
nm0336701_rm676789248_1983-8-3_2015.jpg,Woman looks kind and smiling,Positive,Positive
nm0304801_rm2084814592_1982-8-6_2011.jpg,WOman is happy but a little confused on her new role,Neutral,Neutral
nm0001401_rm2409601280_1975-6-4_2001.jpg,Woman is confident and feels herself queen,Positive,Positive
nm1165901_rm936876288_1968-8-18_2004.jpg,Man looks lustful and woman is kind and submissive,Positive,Positive
nm0306201_rm2479260160_1973-4-28_2004.jpg,Man looks dreamy and distracted while smiling,Positive,Positive
nm0272401_rm91931392_1962-5-17_2011.jpg,People look like having fun and hugging,Positive,Positive
nm0432601_rm384171520_1973-3-20_2004.jpg,Woman looks upset with tears in eyes and man looks distracted and looking far away,Negative,Negative
nm0001401_rm2908737280_1975-6-4_2014.jpg,Woman looks confident and happy because she stands in frond of large crowd,Positive,Positive
nm0000401_rm3956641280_1961-7-30_2000.jpg,Researchers enthusiastically discuss possible breakthrough,Positive,Positive
nm0577601_rm43956992_1972-12-1_2009.jpg,Man looks very troubled because his car crashed and he in the desert,Negative,Negative
nm0336701_rm1229886976_1983-8-3_2008.jpg,Woman is happy with wide smile,Positive,Positive
nm0005401_rm2857605120_1970-4-13_2008.jpg,"Men suspicious and aggressive, because they are targeting to shoot someone",Negative,Negative
nm0001401_rm1152751872_1975-6-4_2003.jpg,"Woman is in despair but decisive, she is aggressive and going to shoot anybody who comes close",Negative,Negative
nm0001401_rm330627328_1975-6-4_2014.jpg,Woman in smiling midst two satisfied guardians,Positive,Positive
nm0000601_rm3928726016_1944-11-21_1999.jpg,Man to the left is confident and smiling while man to the right is perplexed,Positive,Positive
